holiday,temp,rain,snow,weather,traffic_volume,day,month,year,hours,minutes,seconds
11,294.23,0.0,0.0,1,4837,12,08,2013,11,00,00
11,294.81,0.0,0.0,1,5117,12,08,2013,12,00,00
11,296.58,0.0,0.0,1,5153,12,08,2013,13,00,00
11,297.62,0.0,0.0,1,5555,12,08,2013,14,00,00
11,298.14,0.0,0.0,0,5799,12,08,2013,15,00,00
11,298.44,0.0,0.0,0,6412,12,08,2013,16,00,00
11,299.05,0.0,0.0,0,6234,12,08,2013,17,00,00
11,298.65,0.0,0.0,0,4832,12,08,2013,18,00,00
11,298.13,0.0,0.0,0,3357,12,08,2013,19,00,00
11,296.68,0.0,0.0,0,2805,12,08,2013,20,00,00
11,293.97,0.0,0.0,1,2407,12,08,2013,21,00,00
11,292.88,0.0,0.0,1,1711,12,08,2013,22,00,00
11,291.65,0.0,0.0,1,1098,12,08,2013,23,00,00
11,291.72,0.0,0.0,1,618,13,08,2013,00,00,00
11,291.37,0.0,0.0,1,392,13,08,2013,01,00,00
11,291.03,0.0,0.0,1,311,13,08,2013,02,00,00
11,290.71,0.0,0.0,0,391,13,08,2013,03,00,00
11,289.9,0.0,0.0,0,868,13,08,2013,04,00,00
11,289.07,0.0,0.0,0,2928,13,08,2013,05,00,00
11,288.69,0.0,0.0,0,6123,13,08,2013,06,00,00
11,288.47,0.0,0.0,0,6480,13,08,2013,07,00,00
11,289.31,0.25,0.0,6,6147,13,08,2013,08,00,00
11,291.57,0.0,0.0,0,5228,13,08,2013,09,00,00
11,293.83,0.0,0.0,0,4880,13,08,2013,10,00,00
11,295.22,0.0,0.0,0,5256,13,08,2013,11,00,00
11,296.34,0.0,0.0,0,5171,13,08,2013,12,00,00
11,297.32,0.0,0.0,0,5553,13,08,2013,13,00,00
11,298.15,0.0,0.0,0,5819,13,08,2013,14,00,00
11,298.59,0.0,0.0,0,6176,13,08,2013,15,00,00
11,298.75,0.0,0.0,0,6720,13,08,2013,16,00,00
11,299.29,0.0,0.0,0,6395,13,08,2013,17,00,00
11,298.13,0.0,0.0,1,4921,13,08,2013,18,00,00
11,296.46,0.0,0.0,1,3508,13,08,2013,19,00,00
11,295.3,0.0,0.0,1,3275,13,08,2013,20,00,00
11,292.92,0.0,0.0,1,2825,13,08,2013,21,00,00
11,291.43,0.0,0.0,1,1930,13,08,2013,22,00,00
11,290.57,0.0,0.0,1,1236,13,08,2013,23,00,00
11,290.15,0.0,0.0,0,627,14,08,2013,00,00,00
11,288.8,0.0,0.0,1,418,14,08,2013,01,00,00
11,288.59,0.0,0.0,1,271,14,08,2013,02,00,00
11,286.24,0.0,0.0,0,360,14,08,2013,03,00,00
11,285.85,0.0,0.0,0,3022,14,08,2013,05,00,00
11,285.11,0.0,0.0,5,6082,14,08,2013,06,00,00
11,284.94,0.0,0.0,5,6271,14,08,2013,07,00,00
11,286.14,0.0,0.0,0,6032,14,08,2013,08,00,00
11,288.7,0.0,0.0,0,5521,14,08,2013,09,00,00
11,295.37,0.0,0.0,0,5585,14,08,2013,13,00,00
11,295.95,0.0,0.0,0,6018,14,08,2013,15,00,00
11,296.03,0.0,0.0,0,6599,14,08,2013,16,00,00
11,296.48,0.0,0.0,0,6136,14,08,2013,17,00,00
11,296.0,0.0,0.0,0,4863,14,08,2013,18,00,00
11,295.49,0.0,0.0,0,3534,14,08,2013,19,00,00
11,293.87,0.0,0.0,0,3190,14,08,2013,20,00,00
11,290.33,0.0,0.0,0,2970,14,08,2013,21,00,00
11,287.82,0.0,0.0,0,2014,14,08,2013,22,00,00
11,286.76,0.0,0.0,0,1283,14,08,2013,23,00,00
11,286.12,0.0,0.0,0,672,15,08,2013,00,00,00
11,285.26,0.0,0.0,0,441,15,08,2013,01,00,00
11,285.38,0.0,0.0,0,334,15,08,2013,02,00,00
11,285.42,0.0,0.0,0,391,15,08,2013,03,00,00
11,285.04,0.0,0.0,0,867,15,08,2013,04,00,00
11,284.98,0.0,0.0,0,2978,15,08,2013,05,00,00
11,284.24,0.0,0.0,1,5893,15,08,2013,06,00,00
11,291.48,0.0,0.0,0,5562,15,08,2013,09,00,00
11,293.64,0.0,0.0,1,4983,15,08,2013,10,00,00
11,295.47,0.0,0.0,1,5228,15,08,2013,11,00,00
11,296.19,0.0,0.0,1,5532,15,08,2013,12,00,00
11,296.83,0.0,0.0,1,5506,15,08,2013,13,00,00
11,297.15,0.0,0.0,0,6630,15,08,2013,17,00,00
11,296.83,0.0,0.0,0,5319,15,08,2013,18,00,00
11,294.79,0.0,0.0,0,3631,15,08,2013,19,00,00
11,287.84,0.0,0.0,0,2243,15,08,2013,22,00,00
11,285.8,0.0,0.0,0,483,16,08,2013,01,00,00
11,284.34,0.0,0.0,0,396,16,08,2013,02,00,00
11,284.1,0.0,0.0,0,381,16,08,2013,03,00,00
11,285.75,0.0,0.0,0,6585,16,08,2013,07,00,00
11,289.11,0.0,0.0,1,5615,16,08,2013,08,00,00
11,291.47,0.0,0.0,0,5190,16,08,2013,09,00,00
11,293.9,0.0,0.0,1,4944,16,08,2013,10,00,00
11,295.15,0.0,0.0,1,5384,16,08,2013,11,00,00
11,296.64,0.0,0.0,1,5754,16,08,2013,12,00,00
11,297.41,0.0,0.0,1,5827,16,08,2013,13,00,00
11,297.92,0.0,0.0,1,5854,16,08,2013,14,00,00
11,297.47,0.0,0.0,0,5896,16,08,2013,15,00,00
11,297.79,0.0,0.0,0,6197,16,08,2013,16,00,00
11,298.51,0.0,0.0,0,5608,16,08,2013,17,00,00
11,297.51,0.0,0.0,0,4995,16,08,2013,18,00,00
11,296.15,0.0,0.0,0,3618,16,08,2013,19,00,00
11,293.47,0.0,0.0,0,3238,16,08,2013,20,00,00
11,292.07,0.0,0.0,1,3349,16,08,2013,21,00,00
11,290.55,0.0,0.0,1,2802,16,08,2013,22,00,00
11,289.55,0.0,0.0,1,1887,16,08,2013,23,00,00
11,290.77,0.0,0.0,1,1237,17,08,2013,00,00,00
11,288.79,0.0,0.0,1,917,17,08,2013,01,00,00
11,289.3,0.0,0.0,1,553,17,08,2013,02,00,00
11,289.03,0.0,0.0,1,397,17,08,2013,03,00,00
11,287.32,0.0,0.0,0,457,17,08,2013,04,00,00
11,288.14,0.0,0.0,0,881,17,08,2013,05,00,00
11,286.08,0.0,0.0,0,1526,17,08,2013,06,00,00
11,287.38,0.0,0.0,0,2064,17,08,2013,07,00,00
11,290.11,0.0,0.0,0,2941,17,08,2013,08,00,00
11,293.15,0.0,0.0,0,3677,17,08,2013,09,00,00
11,295.51,0.0,0.0,0,4018,17,08,2013,10,00,00
11,296.83,0.0,0.0,1,4506,17,08,2013,11,00,00
11,297.87,0.0,0.0,1,4615,17,08,2013,12,00,00
11,297.56,0.0,0.0,1,4680,17,08,2013,13,00,00
11,298.15,0.0,0.0,1,4721,17,08,2013,14,00,00
11,298.47,0.0,0.0,0,4728,17,08,2013,15,00,00
11,298.87,0.0,0.0,1,4575,17,08,2013,16,00,00
11,297.87,0.0,0.0,0,4459,17,08,2013,17,00,00
11,297.51,0.0,0.0,1,3934,17,08,2013,18,00,00
11,296.15,0.0,0.0,0,3332,17,08,2013,19,00,00
11,293.51,0.0,0.0,0,3114,17,08,2013,20,00,00
11,290.37,0.0,0.0,0,3192,17,08,2013,21,00,00
11,289.12,0.0,0.0,0,2696,17,08,2013,22,00,00
11,288.35,0.0,0.0,0,2251,17,08,2013,23,00,00
11,287.1,0.0,0.0,0,1407,18,08,2013,00,00,00
11,286.61,0.0,0.0,0,1036,18,08,2013,01,00,00
11,286.46,0.0,0.0,5,420,18,08,2013,03,00,00
11,286.6,0.0,0.0,0,301,18,08,2013,04,00,00
11,286.73,0.0,0.0,0,587,18,08,2013,05,00,00
11,286.74,0.0,0.0,0,951,18,08,2013,06,00,00
11,286.73,0.0,0.0,0,1179,18,08,2013,07,00,00
11,288.97,0.0,0.0,0,1895,18,08,2013,08,00,00
11,291.5,0.0,0.0,0,2805,18,08,2013,09,00,00
11,294.23,0.0,0.0,0,3568,18,08,2013,10,00,00
11,296.23,0.0,0.0,0,4273,18,08,2013,11,00,00
11,297.99,0.0,0.0,0,4581,18,08,2013,12,00,00
11,298.53,0.0,0.0,0,4519,18,08,2013,13,00,00
11,299.29,0.0,0.0,0,4378,18,08,2013,14,00,00
11,299.82,0.0,0.0,0,4601,18,08,2013,15,00,00
11,299.65,0.0,0.0,0,4489,18,08,2013,16,00,00
11,300.24,0.0,0.0,1,4423,18,08,2013,17,00,00
11,299.38,0.0,0.0,0,4007,18,08,2013,18,00,00
11,298.67,0.0,0.0,0,3545,18,08,2013,19,00,00
11,297.11,0.0,0.0,0,3282,18,08,2013,20,00,00
11,294.46,0.0,0.0,0,2851,18,08,2013,21,00,00
11,292.5,0.0,0.0,0,1949,18,08,2013,22,00,00
11,292.03,0.0,0.0,0,1190,18,08,2013,23,00,00
11,291.58,0.0,0.0,0,660,19,08,2013,00,00,00
11,290.91,0.0,0.0,0,382,19,08,2013,01,00,00
11,290.45,0.0,0.0,0,307,19,08,2013,02,00,00
11,290.02,0.0,0.0,0,358,19,08,2013,03,00,00
11,290.04,0.0,0.0,0,859,19,08,2013,04,00,00
11,288.73,0.0,0.0,0,2851,19,08,2013,05,00,00
11,288.04,0.0,0.0,0,5770,19,08,2013,06,00,00
11,288.8,0.0,0.0,0,6655,19,08,2013,07,00,00
11,289.62,0.0,0.0,0,5979,19,08,2013,08,00,00
11,291.9,0.0,0.0,0,5039,19,08,2013,09,00,00
11,294.38,0.0,0.0,0,4652,19,08,2013,10,00,00
11,297.16,0.0,0.0,0,5077,19,08,2013,11,00,00
11,298.69,0.0,0.0,1,5284,19,08,2013,12,00,00
11,299.08,0.0,0.0,1,5151,19,08,2013,13,00,00
11,299.83,0.0,0.0,1,5419,19,08,2013,14,00,00
11,300.25,0.0,0.0,1,5708,19,08,2013,15,00,00
11,300.12,0.0,0.0,1,6116,19,08,2013,16,00,00
11,300.11,0.0,0.0,1,5796,19,08,2013,17,00,00
11,299.56,0.0,0.0,1,4564,19,08,2013,18,00,00
11,298.86,0.0,0.0,1,3371,19,08,2013,19,00,00
11,297.09,0.0,0.0,1,2939,19,08,2013,20,00,00
11,295.27,0.0,0.0,0,2407,19,08,2013,21,00,00
11,294.46,0.0,0.0,0,1730,19,08,2013,22,00,00
11,294.0,0.0,0.0,0,1183,19,08,2013,23,00,00
11,293.99,0.0,0.0,0,659,20,08,2013,00,00,00
11,293.46,0.0,0.0,0,444,20,08,2013,01,00,00
11,293.71,0.0,0.0,0,294,20,08,2013,02,00,00
11,293.25,0.0,0.0,1,366,20,08,2013,03,00,00
11,293.25,0.0,0.0,1,777,20,08,2013,04,00,00
11,292.74,0.0,0.0,1,3024,20,08,2013,05,00,00
11,292.34,0.0,0.0,1,5895,20,08,2013,06,00,00
11,292.41,0.0,0.0,1,6865,20,08,2013,07,00,00
11,292.18,0.0,0.0,1,6168,20,08,2013,08,00,00
11,293.41,0.0,0.0,1,5438,20,08,2013,09,00,00
11,294.81,0.0,0.0,1,4670,20,08,2013,10,00,00
11,295.89,0.0,0.0,1,5151,20,08,2013,11,00,00
11,297.9,0.0,0.0,1,5158,20,08,2013,12,00,00
11,299.96,0.0,0.0,1,5295,20,08,2013,13,00,00
11,301.41,0.0,0.0,1,5502,20,08,2013,14,00,00
11,302.28,0.0,0.0,0,6005,20,08,2013,15,00,00
11,302.99,0.0,0.0,0,6523,20,08,2013,16,00,00
11,302.29,0.0,0.0,0,6230,20,08,2013,17,00,00
11,301.77,0.0,0.0,1,4691,20,08,2013,18,00,00
11,300.73,0.0,0.0,1,3592,20,08,2013,19,00,00
11,299.5,0.0,0.0,1,3190,20,08,2013,20,00,00
11,298.06,0.0,0.0,0,2824,20,08,2013,21,00,00
11,298.26,0.0,0.0,0,1854,20,08,2013,22,00,00
11,297.74,0.0,0.0,0,1167,20,08,2013,23,00,00
11,296.82,0.0,0.0,0,683,21,08,2013,00,00,00
11,296.16,0.0,0.0,0,399,21,08,2013,01,00,00
11,295.76,0.0,0.0,0,330,21,08,2013,02,00,00
11,295.37,0.0,0.0,0,356,21,08,2013,03,00,00
11,295.51,0.0,0.0,0,850,21,08,2013,04,00,00
11,294.85,0.0,0.0,0,3069,21,08,2013,05,00,00
11,294.37,0.0,0.0,1,6159,21,08,2013,06,00,00
11,294.2,0.0,0.0,1,6714,21,08,2013,07,00,00
11,294.99,0.0,0.0,1,6262,21,08,2013,08,00,00
11,296.34,0.0,0.0,1,5371,21,08,2013,09,00,00
11,297.93,0.0,0.0,1,5005,21,08,2013,10,00,00
11,299.68,0.0,0.0,1,5406,21,08,2013,11,00,00
11,302.54,0.0,0.0,0,5398,21,08,2013,13,00,00
11,303.83,0.0,0.0,0,5604,21,08,2013,14,00,00
11,304.15,0.0,0.0,0,6111,21,08,2013,15,00,00
11,303.69,0.0,0.0,0,6702,21,08,2013,16,00,00
11,303.61,0.0,0.0,0,6104,21,08,2013,17,00,00
11,302.76,0.0,0.0,0,4940,21,08,2013,18,00,00
11,302.45,0.0,0.0,0,3666,21,08,2013,19,00,00
11,301.13,0.0,0.0,0,3192,21,08,2013,20,00,00
11,299.44,0.0,0.0,0,2876,21,08,2013,21,00,00
11,298.74,0.0,0.0,0,1898,21,08,2013,22,00,00
11,297.7,0.0,0.0,0,1202,21,08,2013,23,00,00
7,297.42,0.0,0.0,1,661,22,08,2013,00,00,00
11,297.42,0.0,0.0,1,385,22,08,2013,01,00,00
11,297.09,0.0,0.0,1,302,22,08,2013,02,00,00
11,296.89,0.0,0.0,0,374,22,08,2013,03,00,00
11,296.34,0.0,0.0,0,871,22,08,2013,04,00,00
11,295.95,0.0,0.0,0,3145,22,08,2013,05,00,00
11,295.45,0.0,0.0,5,6188,22,08,2013,06,00,00
11,295.34,0.0,0.0,5,6823,22,08,2013,07,00,00
11,295.74,0.0,0.0,5,4343,22,08,2013,08,00,00
11,296.81,0.0,0.0,1,6063,22,08,2013,09,00,00
11,298.39,0.0,0.0,1,5022,22,08,2013,10,00,00
11,299.9,0.0,0.0,1,5205,22,08,2013,11,00,00
11,300.43,0.0,0.0,1,5462,22,08,2013,12,00,00
11,301.24,0.0,0.0,1,5492,22,08,2013,13,00,00
11,301.12,0.0,0.0,1,5759,22,08,2013,14,00,00
11,301.92,0.0,0.0,1,6173,22,08,2013,15,00,00
11,301.65,0.0,0.0,4,6346,22,08,2013,16,00,00
11,302.28,0.0,0.0,6,5786,22,08,2013,17,00,00
11,302.33,0.51,0.0,6,4762,22,08,2013,18,00,00
11,301.6,0.0,0.0,6,3696,22,08,2013,19,00,00
11,299.34,0.0,0.0,6,3320,22,08,2013,20,00,00
11,297.75,0.0,0.0,6,3006,22,08,2013,21,00,00
11,297.03,0.0,0.0,6,2158,22,08,2013,22,00,00
11,296.17,0.0,0.0,6,1425,22,08,2013,23,00,00
11,295.19,0.0,0.0,1,797,23,08,2013,00,00,00
11,294.14,0.0,0.0,1,499,23,08,2013,01,00,00
11,293.62,0.0,0.0,1,369,23,08,2013,02,00,00
11,292.52,0.0,0.0,0,379,23,08,2013,03,00,00
11,293.03,0.0,0.0,0,864,23,08,2013,04,00,00
11,291.79,0.0,0.0,0,5747,23,08,2013,06,00,00
11,291.96,0.0,0.0,0,6693,23,08,2013,07,00,00
11,291.57,0.0,0.0,0,6247,23,08,2013,08,00,00
11,292.47,0.0,0.0,1,5702,23,08,2013,09,00,00
11,294.29,0.0,0.0,1,5417,23,08,2013,10,00,00
11,296.78,0.0,0.0,1,5660,23,08,2013,11,00,00
11,298.61,0.0,0.0,1,5925,23,08,2013,12,00,00
11,300.11,0.0,0.0,1,5871,23,08,2013,13,00,00
11,300.74,0.0,0.0,1,5820,23,08,2013,14,00,00
11,301.81,0.0,0.0,1,6129,23,08,2013,15,00,00
11,301.86,0.0,0.0,1,5976,23,08,2013,16,00,00
11,302.1,0.0,0.0,1,5307,23,08,2013,17,00,00
11,301.07,0.0,0.0,0,4758,23,08,2013,18,00,00
11,299.87,0.0,0.0,0,3790,23,08,2013,19,00,00
11,298.13,0.0,0.0,0,3326,23,08,2013,20,00,00
11,294.39,0.0,0.0,0,3121,23,08,2013,21,00,00
11,292.71,0.0,0.0,0,2633,23,08,2013,22,00,00
11,291.35,0.0,0.0,0,2096,23,08,2013,23,00,00
11,289.99,0.0,0.0,0,792,24,08,2013,01,00,00
11,290.91,0.0,0.0,0,548,24,08,2013,02,00,00
11,288.41,0.0,0.0,0,422,24,08,2013,03,00,00
11,288.75,0.0,0.0,0,1003,24,08,2013,05,00,00
11,286.06,0.0,0.0,0,2737,24,08,2013,07,00,00
11,292.02,0.0,0.0,0,4258,24,08,2013,09,00,00
11,294.56,0.0,0.0,0,4604,24,08,2013,10,00,00
11,296.92,0.0,0.0,0,4796,24,08,2013,11,00,00
11,299.2,0.0,0.0,0,5154,24,08,2013,12,00,00
11,301.18,0.0,0.0,0,4899,24,08,2013,13,00,00
11,301.8,0.0,0.0,1,4461,24,08,2013,17,00,00
11,298.75,0.0,0.0,1,3252,24,08,2013,20,00,00
11,297.53,0.0,0.0,1,3092,24,08,2013,21,00,00
11,296.75,0.0,0.0,1,2709,24,08,2013,22,00,00
11,295.51,0.0,0.0,1,1547,25,08,2013,00,00,00
11,294.97,0.0,0.0,1,400,25,08,2013,03,00,00
11,294.84,0.0,0.0,1,377,25,08,2013,04,00,00
11,294.64,0.0,0.0,1,719,25,08,2013,05,00,00
11,294.71,0.0,0.0,1,1185,25,08,2013,06,00,00
11,294.64,0.0,0.0,1,1803,25,08,2013,07,00,00
11,294.89,0.0,0.0,1,2687,25,08,2013,08,00,00
11,295.91,0.0,0.0,10,3341,25,08,2013,09,00,00
11,297.84,0.0,0.0,1,4028,25,08,2013,10,00,00
11,299.9,0.0,0.0,1,4290,25,08,2013,11,00,00
11,301.41,0.0,0.0,1,4851,25,08,2013,12,00,00
11,302.7,0.0,0.0,1,4751,25,08,2013,13,00,00
11,303.45,0.0,0.0,1,4723,25,08,2013,14,00,00
11,304.21,0.0,0.0,1,4588,25,08,2013,15,00,00
11,304.28,0.0,0.0,1,4517,25,08,2013,16,00,00
11,303.75,0.0,0.0,1,4449,25,08,2013,17,00,00
11,302.99,0.0,0.0,0,4127,25,08,2013,18,00,00
11,301.8,0.0,0.0,0,3503,25,08,2013,19,00,00
11,301.1,0.0,0.0,0,3202,25,08,2013,20,00,00
11,300.49,0.0,0.0,0,2727,25,08,2013,21,00,00
11,300.11,0.0,0.0,0,2002,25,08,2013,22,00,00
11,300.11,0.0,0.0,0,1162,25,08,2013,23,00,00
11,300.04,0.0,0.0,0,631,26,08,2013,00,00,00
11,299.88,0.0,0.0,0,406,26,08,2013,01,00,00
11,299.58,0.0,0.0,0,328,26,08,2013,02,00,00
11,298.76,0.0,0.0,0,331,26,08,2013,03,00,00
11,298.54,0.0,0.0,0,3020,26,08,2013,05,00,00
11,298.31,0.0,0.0,0,5773,26,08,2013,06,00,00
11,298.09,0.0,0.0,0,6512,26,08,2013,07,00,00
11,298.25,0.0,0.0,0,6219,26,08,2013,08,00,00
11,299.23,0.0,0.0,0,5443,26,08,2013,09,00,00
11,300.15,0.0,0.0,0,4765,26,08,2013,10,00,00
11,302.03,0.0,0.0,0,5140,26,08,2013,11,00,00
11,305.48,0.0,0.0,0,5475,26,08,2013,13,00,00
11,306.2,0.0,0.0,0,5542,26,08,2013,14,00,00
11,306.67,0.0,0.0,0,5750,26,08,2013,15,00,00
11,307.09,0.0,0.0,0,6298,26,08,2013,16,00,00
11,307.0,0.0,0.0,0,5813,26,08,2013,17,00,00
11,306.31,0.0,0.0,0,4520,26,08,2013,18,00,00
11,305.34,0.0,0.0,0,3425,26,08,2013,19,00,00
11,303.82,0.0,0.0,0,3321,26,08,2013,20,00,00
11,302.6,0.0,0.0,0,2550,26,08,2013,21,00,00
11,301.78,0.0,0.0,0,1648,26,08,2013,22,00,00
11,301.02,0.0,0.0,0,1133,26,08,2013,23,00,00
11,300.28,0.0,0.0,1,620,27,08,2013,00,00,00
11,306.24,0.0,0.0,0,5883,27,08,2013,14,00,00
11,306.79,0.0,0.0,0,6653,27,08,2013,16,00,00
11,302.76,0.0,0.0,0,2787,27,08,2013,21,00,00
11,302.47,0.0,0.0,0,1844,27,08,2013,22,00,00
11,301.26,0.0,0.0,0,1185,27,08,2013,23,00,00
11,300.35,0.0,0.0,0,628,28,08,2013,00,00,00
11,300.3,0.0,0.0,0,363,28,08,2013,01,00,00
11,300.1,0.0,0.0,0,318,28,08,2013,02,00,00
11,299.25,0.0,0.0,0,365,28,08,2013,03,00,00
11,302.17,0.0,0.0,0,4941,28,08,2013,10,00,00
11,303.08,0.0,0.0,0,5157,28,08,2013,11,00,00
11,302.78,0.0,0.0,1,5575,28,08,2013,12,00,00
11,303.15,0.0,0.0,1,5463,28,08,2013,13,00,00
11,303.92,0.0,0.0,1,5868,28,08,2013,14,00,00
11,305.62,0.0,0.0,0,6760,28,08,2013,16,00,00
11,299.51,0.0,0.0,0,1893,28,08,2013,22,00,00
11,298.29,0.0,0.0,0,1214,28,08,2013,23,00,00
11,296.79,0.0,0.0,0,643,29,08,2013,00,00,00
11,295.27,0.0,0.0,0,5533,29,08,2013,09,00,00
11,298.11,0.0,0.0,0,5079,29,08,2013,10,00,00
11,300.9,0.0,0.0,0,5615,29,08,2013,11,00,00
11,302.02,0.0,0.0,0,5833,29,08,2013,12,00,00
11,303.5,0.0,0.0,0,6138,29,08,2013,14,00,00
11,303.38,0.0,0.0,0,6750,29,08,2013,15,00,00
11,302.64,0.0,0.0,0,7023,29,08,2013,16,00,00
11,301.64,0.0,0.0,0,6724,29,08,2013,17,00,00
11,301.09,0.0,0.0,0,4016,29,08,2013,19,00,00
11,300.07,0.0,0.0,0,3325,29,08,2013,20,00,00
11,297.63,0.0,0.0,1,2959,29,08,2013,21,00,00
11,296.22,0.0,0.0,1,2150,29,08,2013,22,00,00
11,295.69,0.0,0.0,1,1459,29,08,2013,23,00,00
11,295.62,0.0,0.0,1,773,30,08,2013,00,00,00
11,295.85,0.0,0.0,1,458,30,08,2013,01,00,00
11,295.98,0.0,0.0,1,377,30,08,2013,02,00,00
11,295.73,0.0,0.0,1,385,30,08,2013,03,00,00
11,296.37,0.0,0.0,1,848,30,08,2013,04,00,00
11,296.62,0.0,0.0,10,2858,30,08,2013,05,00,00
11,296.62,0.0,0.0,6,2858,30,08,2013,05,00,00
11,296.53,6.6,0.0,6,5413,30,08,2013,06,00,00
11,296.53,6.6,0.0,10,5413,30,08,2013,06,00,00
11,296.53,6.6,0.0,5,5413,30,08,2013,06,00,00
11,296.34,0.0,0.0,5,6601,30,08,2013,07,00,00
11,296.9,0.0,0.0,5,6042,30,08,2013,08,00,00
11,297.51,0.0,0.0,5,5458,30,08,2013,09,00,00
11,299.36,0.0,0.0,4,5323,30,08,2013,10,00,00
11,299.36,0.0,0.0,5,5323,30,08,2013,10,00,00
11,299.36,0.0,0.0,10,5323,30,08,2013,10,00,00
11,301.71,0.0,0.0,4,5810,30,08,2013,11,00,00
11,302.97,0.0,0.0,0,6269,30,08,2013,12,00,00
11,304.5,0.0,0.0,0,6172,30,08,2013,13,00,00
11,305.31,0.0,0.0,1,6160,30,08,2013,15,00,00
11,304.68,0.0,0.0,1,6009,30,08,2013,16,00,00
11,304.51,0.0,0.0,1,5387,30,08,2013,17,00,00
11,304.43,0.0,0.0,0,5021,30,08,2013,18,00,00
11,303.93,0.0,0.0,0,4057,30,08,2013,19,00,00
11,302.27,0.0,0.0,0,3458,30,08,2013,20,00,00
11,300.34,0.0,0.0,0,3181,30,08,2013,21,00,00
11,299.58,0.0,0.0,0,2546,30,08,2013,22,00,00
11,299.35,0.0,0.0,0,2101,30,08,2013,23,00,00
11,299.2,0.0,0.0,0,1321,31,08,2013,00,00,00
11,289.6,0.0,0.0,0,1712,01,09,2013,23,00,00
3,288.78,0.0,0.0,0,1041,02,09,2013,00,00,00
11,286.67,0.0,0.0,0,563,02,09,2013,01,00,00
11,285.62,0.0,0.0,0,259,02,09,2013,03,00,00
11,285.69,0.0,0.0,0,323,02,09,2013,04,00,00
11,285.67,0.0,0.0,0,637,02,09,2013,05,00,00
11,286.11,0.0,0.0,1,1078,02,09,2013,06,00,00
11,286.31,0.0,0.0,0,1567,02,09,2013,07,00,00
11,286.34,0.0,0.0,0,2064,02,09,2013,08,00,00
11,286.57,0.0,0.0,6,2605,02,09,2013,09,00,00
11,287.54,0.0,0.0,6,3201,02,09,2013,10,00,00
11,288.98,0.0,0.0,0,4245,02,09,2013,12,00,00
11,289.74,0.0,0.0,0,4134,02,09,2013,13,00,00
11,294.3,0.0,0.0,1,4454,02,09,2013,14,00,00
11,291.32,0.0,0.0,0,4388,02,09,2013,15,00,00
11,291.75,0.0,0.0,0,4165,02,09,2013,16,00,00
11,294.39,0.0,0.0,1,3835,02,09,2013,17,00,00
11,291.46,0.0,0.0,0,3666,02,09,2013,18,00,00
11,289.54,0.0,0.0,0,3356,02,09,2013,19,00,00
11,292.89,0.0,0.0,1,2913,02,09,2013,20,00,00
11,286.53,0.0,0.0,0,2325,02,09,2013,21,00,00
11,285.51,0.0,0.0,0,1754,02,09,2013,22,00,00
11,285.47,0.0,0.0,0,1064,02,09,2013,23,00,00
11,284.58,0.0,0.0,0,573,03,09,2013,00,00,00
11,283.36,0.0,0.0,3,333,03,09,2013,01,00,00
11,283.36,0.0,0.0,5,333,03,09,2013,01,00,00
11,283.15,0.0,0.0,5,223,03,09,2013,02,00,00
11,289.95,0.0,0.0,5,6220,04,09,2013,08,00,00
11,290.88,0.0,0.0,0,5776,04,09,2013,09,00,00
11,294.66,0.0,0.0,0,4709,04,09,2013,10,00,00
11,296.68,0.0,0.0,0,4854,04,09,2013,11,00,00
11,298.99,0.0,0.0,0,5194,04,09,2013,12,00,00
11,301.16,0.0,0.0,1,5069,04,09,2013,13,00,00
11,301.79,0.0,0.0,1,5921,04,09,2013,15,00,00
11,302.01,0.0,0.0,1,6455,04,09,2013,16,00,00
11,301.48,0.0,0.0,1,6227,04,09,2013,17,00,00
11,300.15,0.0,0.0,1,4824,04,09,2013,18,00,00
11,298.04,0.0,0.0,1,3568,04,09,2013,19,00,00
11,296.4,0.0,0.0,1,3109,04,09,2013,20,00,00
11,294.67,0.0,0.0,1,2536,04,09,2013,21,00,00
11,293.87,0.0,0.0,1,2027,04,09,2013,22,00,00
11,292.95,0.0,0.0,1,3578,04,09,2013,23,00,00
11,292.28,0.0,0.0,1,753,05,09,2013,00,00,00
11,291.56,0.0,0.0,1,425,05,09,2013,01,00,00
11,290.65,0.0,0.0,1,292,05,09,2013,02,00,00
11,290.26,0.0,0.0,1,366,05,09,2013,03,00,00
11,288.35,0.0,0.0,1,3093,05,09,2013,05,00,00
11,288.6,0.0,0.0,0,6054,05,09,2013,06,00,00
11,289.51,0.0,0.0,1,6276,05,09,2013,08,00,00
11,292.891,0.0,0.0,1,5007,05,09,2013,11,00,00
11,297.32,0.0,0.0,0,5299,05,09,2013,12,00,00
11,299.6,0.0,0.0,0,5584,05,09,2013,14,00,00
11,300.27,0.0,0.0,0,5907,05,09,2013,15,00,00
11,300.37,0.0,0.0,0,6170,05,09,2013,17,00,00
11,299.73,0.0,0.0,0,4681,05,09,2013,18,00,00
11,296.93,0.0,0.0,0,3217,05,09,2013,20,00,00
11,296.749,0.0,0.0,0,1194,05,09,2013,23,00,00
11,296.509,0.0,0.0,1,662,06,09,2013,00,00,00
11,294.37,0.0,0.0,0,393,06,09,2013,01,00,00
11,294.37,0.0,0.0,0,306,06,09,2013,02,00,00
11,296.31,0.0,0.0,1,5297,06,09,2013,09,00,00
11,299.84,0.0,0.0,1,4703,06,09,2013,10,00,00
